"","bin_000-contigs_B1","bin_000-contigs_B3","bin_000-contigs_B4","bin_000-contigs_E1","bin_000-contigs_E2","bin_000-contigs_E3"
"scaffold_645_51",0,0,0,0,0,0
"scaffold_645_52",0,0,0,0,0,0
"scaffold_645_53",0,0,0,0,0,0
"scaffold_645_54",0,0,0,0,0,0
"scaffold_645_55",0,0,0,0,0,0
"scaffold_645_56",0,0,0,0,0,0
"scaffold_645_57",0,0,0,0,0,0
"scaffold_645_58",0,0,0,0,0,0
"scaffold_645_59",0,0,0,0,0,0
"scaffold_645_60",0,0,0,0,0,0
"scaffold_645_61",0,0,0,0,0,0
"scaffold_645_62",0,0,0,0,0,0
"scaffold_645_63",0,0,0,0,0,0
"scaffold_645_64",0,0,0,0,0,0
"scaffold_645_65",0,0,0,0,0,0
"scaffold_645_66",0,0,0,0,0,0
"scaffold_645_67",0,2,0,0,0,0
"scaffold_8_1",0,0,1,0,0,0
"scaffold_8_2",0,0,0,0,0,0
"scaffold_8_3",0,0,0,0,0,0
"scaffold_8_4",0,0,0,0,0,0
"scaffold_8_5",0,0,0,0,0,0
"scaffold_8_6",0,1,0,0,0,0
"scaffold_8_7",0,0,1,0,0,0
"scaffold_8_8",0,0,0,0,0,0
"scaffold_8_9",0,0,0,0,0,0
"scaffold_8_10",0,0,0,0,0,0
"scaffold_8_11",0,0,0,0,0,0
"scaffold_8_12",0,0,0,0,0,0
"scaffold_8_13",0,0,0,0,0,0
"scaffold_8_14",0,0,0,0,0,0
"scaffold_8_15",0,0,0,0,0,0
"scaffold_8_16",0,0,0,0,0,0
"scaffold_8_17",0,0,0,0,0,0
"scaffold_8_18",0,0,0,0,0,0
"scaffold_8_19",0,0,0,0,0,0
"scaffold_8_20",0,0,1,0,0,0
"scaffold_8_21",0,0,0,0,0,0
"scaffold_8_22",0,0,0,0,0,0
"scaffold_8_23",0,0,0,0,0,0
"scaffold_8_24",0,0,6,0,0,0
"scaffold_8_25",0,0,0,0,0,0
"scaffold_8_26",0,0,2,0,0,0
"scaffold_8_27",0,0,0,0,0,0
"scaffold_8_28",0,0,0,0,0,0
"scaffold_8_29",0,0,0,0,0,0
"scaffold_8_30",0,0,0,0,0,0
"scaffold_8_31",0,0,0,0,0,0
"scaffold_8_32",0,0,1,0,0,0
"scaffold_8_33",0,0,0,0,0,0
"scaffold_8_34",0,0,0,0,0,0
"scaffold_8_35",0,0,0,0,0,0
"scaffold_8_36",0,0,0,0,0,0
"scaffold_8_37",0,0,0,0,0,0
"scaffold_8_38",0,0,0,0,0,0
"scaffold_8_39",0,0,0,0,0,0
"scaffold_8_40",0,0,1,0,0,0
"scaffold_8_41",0,0,0,0,0,0
"scaffold_8_42",0,0,3,0,2,1
"scaffold_8_43",0,0,0,0,1,0
"scaffold_8_44",0,0,0,0,0,0
"scaffold_8_45",0,0,1,0,0,0
"scaffold_8_46",0,0,1,0,0,0
"scaffold_8_47",0,0,1,0,0,0
"scaffold_8_48",0,0,0,0,0,0
"scaffold_8_49",0,0,0,0,0,0
"scaffold_8_50",0,0,0,0,0,0
"scaffold_8_51",0,1,1,0,0,0
"scaffold_8_52",0,0,0,0,0,0
"scaffold_8_53",0,0,0,0,0,0
"scaffold_8_54",0,0,1,0,0,0
"scaffold_8_55",0,0,0,0,0,0
"scaffold_8_56",0,0,0,0,0,0
"scaffold_8_57",0,0,0,0,0,0
"scaffold_8_58",0,0,0,0,0,0
"scaffold_8_59",0,0,0,0,0,0
"scaffold_8_60",0,0,0,0,0,0
"scaffold_8_61",0,0,0,0,0,0
"scaffold_8_62",0,0,0,0,0,0
"scaffold_8_63",0,0,0,0,0,0
"scaffold_8_64",0,0,0,0,0,0
"scaffold_8_65",0,0,0,0,0,0
"scaffold_8_66",0,0,0,0,0,0
"scaffold_8_67",0,0,0,0,0,0
"scaffold_8_68",0,0,0,0,0,0
"scaffold_8_69",0,0,0,0,0,0
"scaffold_8_70",0,0,1,0,0,0
"scaffold_8_71",0,3,0,0,0,0
"scaffold_8_72",0,0,0,0,0,0
"scaffold_8_73",0,0,1,0,0,0
"scaffold_8_74",0,0,0,0,0,0
"scaffold_8_75",0,0,0,0,0,0
"scaffold_8_76",0,0,0,0,0,0
"scaffold_8_77",0,0,0,0,0,0
"scaffold_8_78",0,0,0,0,0,0
"scaffold_8_79",0,0,1,0,0,0
"scaffold_8_80",0,0,0,0,0,0
"scaffold_8_81",0,0,0,0,0,0
"scaffold_8_82",0,0,0,0,0,0
"scaffold_8_83",0,0,0,0,0,0
"scaffold_8_84",0,0,0,0,0,0
"scaffold_8_85",0,0,0,0,0,0
"scaffold_8_86",0,0,0,0,0,0
"scaffold_8_87",0,0,0,0,0,0
"scaffold_8_88",0,0,0,0,0,0
"scaffold_8_89",0,0,0,0,0,0
"scaffold_8_90",0,0,0,0,0,0
"scaffold_8_91",0,0,0,0,0,0
"scaffold_8_92",0,0,0,0,0,0
"scaffold_8_93",0,0,0,0,0,0
"scaffold_8_94",0,0,0,0,0,0
"scaffold_8_95",0,0,0,0,0,0
"scaffold_8_96",0,0,0,0,0,0
"scaffold_8_97",0,0,0,0,0,0
"scaffold_8_98",0,0,0,0,0,0
"scaffold_8_99",0,0,0,0,0,0
"scaffold_8_100",0,0,0,0,0,0
"scaffold_8_101",0,0,0,0,0,0
"scaffold_8_102",0,0,0,0,0,0
"scaffold_8_103",0,0,0,0,0,0
"scaffold_8_104",0,0,0,0,0,0
"scaffold_8_105",0,0,0,0,0,0
"scaffold_8_106",0,0,0,0,0,0
"scaffold_8_107",0,0,0,0,0,0
"scaffold_8_108",0,0,0,0,0,0
"scaffold_8_109",0,0,0,0,0,0
"scaffold_8_110",0,0,0,3,0,1
"scaffold_8_111",1,0,3,2,2,1
"scaffold_8_112",0,0,1,0,0,0
"scaffold_8_113",0,0,0,0,0,0
"scaffold_8_114",0,0,0,0,0,1
"scaffold_8_115",0,0,0,0,0,0
"scaffold_8_116",0,0,0,0,0,0
"scaffold_8_117",0,0,0,0,0,0
"scaffold_8_118",0,0,0,0,0,0
"scaffold_8_119",0,0,0,0,0,0
"scaffold_8_120",0,0,12,4,2,1
"scaffold_8_121",0,0,1,0,0,0
"scaffold_8_122",0,0,0,0,0,0
"scaffold_8_123",0,0,0,0,0,0
"scaffold_8_124",0,0,0,0,0,0
"scaffold_8_125",0,0,0,0,1,0
"scaffold_8_126",0,0,0,0,0,0
"scaffold_8_127",0,0,2,0,0,0
"scaffold_8_128",0,0,0,0,0,0
"scaffold_8_129",0,0,2,0,0,0
"scaffold_8_130",0,0,3,0,0,0
"scaffold_8_131",0,0,0,0,0,0
"scaffold_8_132",0,0,0,0,0,0
"scaffold_8_133",0,0,0,0,0,0
"scaffold_8_134",0,0,0,0,0,0
"scaffold_8_135",0,0,0,0,0,0
"scaffold_8_136",0,0,2,0,0,0
"scaffold_8_137",0,0,0,0,0,0
"scaffold_8_138",0,0,0,0,0,0
"scaffold_8_139",0,0,0,0,0,0
"scaffold_8_140",0,0,0,0,0,0
"scaffold_8_141",0,0,0,0,0,0
"scaffold_8_142",0,1,0,0,0,0
"scaffold_8_143",0,0,0,0,0,0
"scaffold_8_144",0,0,0,0,0,0
"scaffold_8_145",0,0,0,0,0,0
"scaffold_8_146",0,0,0,0,0,0
"scaffold_8_147",0,0,0,0,0,0
"scaffold_8_148",0,0,0,0,0,0
"scaffold_8_149",0,0,0,0,0,0
"scaffold_8_150",0,0,0,0,0,0
"scaffold_8_151",0,0,0,0,0,0
"scaffold_8_152",0,0,0,0,0,0
"scaffold_8_153",0,0,0,0,0,0
"scaffold_8_154",0,0,0,0,0,0
"scaffold_8_155",0,0,0,0,0,0
"scaffold_8_156",0,0,0,0,0,0
"scaffold_8_157",0,0,0,0,0,0
"scaffold_8_158",0,0,0,0,0,1
"scaffold_8_159",0,0,0,0,1,0
"scaffold_8_160",0,0,0,0,0,0
"scaffold_8_161",0,0,0,0,0,0
"scaffold_8_162",0,0,0,0,0,0
"scaffold_8_163",0,0,0,0,0,0
"scaffold_8_164",0,0,0,0,0,0
"scaffold_8_165",0,0,0,0,0,0
"scaffold_8_166",0,0,0,0,0,0
"scaffold_8_167",0,0,0,0,0,0
"scaffold_8_168",0,0,0,0,0,0
"scaffold_8_169",0,0,0,0,0,0
"scaffold_8_170",0,0,0,0,0,0
"scaffold_8_171",0,0,0,0,0,0
"scaffold_8_172",0,0,0,0,0,0
"scaffold_8_173",0,0,1,0,0,0
"scaffold_8_174",0,0,0,0,0,0
"scaffold_8_175",0,0,1,0,0,0
"scaffold_8_176",0,0,0,0,0,0
"scaffold_8_177",0,0,0,0,0,0
"scaffold_8_178",0,0,1,0,0,0
"scaffold_8_179",0,0,0,0,0,0
"scaffold_8_180",0,0,0,0,0,0
"scaffold_8_181",0,0,0,0,0,0
"scaffold_8_182",0,0,0,0,0,0
"scaffold_8_183",0,0,0,0,0,0
"scaffold_8_184",0,0,1,0,0,0
"scaffold_8_185",0,0,0,0,0,0
"scaffold_8_186",0,0,0,0,0,0
"scaffold_8_187",0,0,0,0,0,0
"scaffold_8_188",0,0,0,0,0,0
"scaffold_8_189",0,0,0,0,0,0
"scaffold_8_190",0,0,0,0,0,0
"scaffold_8_191",0,0,1,0,0,0
"scaffold_8_192",0,0,0,0,0,0
"scaffold_8_193",0,0,0,0,0,0
"scaffold_8_194",0,0,0,0,0,0
"scaffold_8_195",0,0,0,0,0,0
"scaffold_8_196",0,0,1,0,0,0
"scaffold_8_197",0,0,0,0,0,0
"scaffold_8_198",0,0,0,0,0,0
"scaffold_8_199",0,0,0,0,0,0
"scaffold_8_200",0,0,1,0,0,0
"scaffold_8_201",0,0,0,0,0,0
"scaffold_8_202",0,0,0,0,0,0
"scaffold_8_203",0,0,0,0,0,0
"scaffold_8_204",0,0,0,0,0,0
"scaffold_8_205",0,0,0,0,0,0
"scaffold_8_206",0,0,0,0,0,0
"scaffold_8_207",0,0,0,0,0,0
"scaffold_8_208",0,0,1,0,0,0
"scaffold_8_209",0,0,1,0,0,0
"scaffold_8_210",0,0,0,0,0,4
"scaffold_8_211",0,0,0,0,0,0
"scaffold_8_212",0,0,0,0,0,0
"scaffold_8_213",0,0,0,0,0,0
"scaffold_8_214",0,0,0,0,0,0
"scaffold_8_215",0,0,0,0,0,0
"scaffold_8_216",0,0,0,0,0,0
"scaffold_8_217",0,0,0,0,0,0
"scaffold_8_218",0,0,0,0,0,0
"scaffold_8_219",0,0,0,0,0,0
"scaffold_8_220",0,0,0,0,0,0
"scaffold_8_221",0,0,0,0,0,0
"scaffold_8_222",0,0,0,0,0,0
"scaffold_8_223",0,0,0,0,0,0
"scaffold_8_224",0,0,0,0,0,0
"scaffold_8_225",0,0,0,0,0,0
"scaffold_8_226",0,0,0,0,0,0
"scaffold_8_227",0,0,0,0,0,0
"scaffold_8_228",0,0,0,0,0,0
"scaffold_8_229",0,0,0,0,0,0
"scaffold_8_230",0,0,2,0,0,0
"scaffold_8_231",0,0,0,0,0,0
"scaffold_8_232",0,0,0,0,0,0
"scaffold_8_233",0,0,0,0,0,0
"scaffold_8_234",0,0,0,0,0,0
"scaffold_8_235",0,0,0,0,0,0
"scaffold_8_236",0,0,0,0,0,0
"scaffold_8_237",0,0,0,0,0,0
"scaffold_8_238",0,0,0,0,0,0
"scaffold_8_239",0,0,0,0,0,0
"scaffold_8_240",0,0,0,0,0,0
"scaffold_8_241",0,0,0,0,0,0
"scaffold_8_242",0,0,0,0,0,0
"scaffold_8_243",0,0,0,0,0,0
"scaffold_8_244",0,0,1,0,0,0
"scaffold_8_245",0,0,0,0,0,0
"scaffold_8_246",0,0,0,0,0,0
"scaffold_8_247",0,0,0,0,0,0
"scaffold_8_248",0,0,0,0,0,0
"scaffold_8_249",0,0,1,0,0,0
"scaffold_8_250",0,0,0,0,0,0
"scaffold_8_251",0,0,0,0,0,0
"scaffold_8_252",0,0,1,0,0,0
"scaffold_8_253",0,0,1,0,0,0
"scaffold_8_254",0,0,1,0,0,0
"scaffold_8_255",0,0,0,0,0,0
"scaffold_8_256",0,0,0,0,0,0
"scaffold_8_257",0,0,2,0,0,0
"scaffold_8_258",0,0,0,0,0,0
"scaffold_8_259",0,0,2,0,0,0
"scaffold_8_260",0,0,0,0,0,0
"scaffold_8_261",0,0,0,0,0,0
"scaffold_8_262",0,0,0,0,0,0
"scaffold_8_263",0,0,0,0,0,0
"scaffold_8_264",0,0,2,0,0,0
"scaffold_8_265",0,0,2,0,0,0
"scaffold_8_266",0,0,0,0,0,0
"scaffold_8_267",0,0,0,0,0,0
"scaffold_8_268",0,0,0,0,0,0
"scaffold_8_269",0,0,0,0,0,0
"scaffold_8_270",0,0,0,0,0,0
"scaffold_8_271",0,0,0,0,0,0
"scaffold_8_272",0,0,0,0,0,0
"scaffold_8_273",0,0,0,0,1,2
"scaffold_8_274",0,0,0,0,0,0
"scaffold_8_275",0,0,0,0,0,0
"scaffold_8_276",0,0,0,0,0,0
"scaffold_8_277",0,0,0,0,0,0
"scaffold_8_278",0,0,0,0,0,0
"scaffold_8_279",0,0,0,0,0,0
"scaffold_8_280",0,0,0,0,0,0
"scaffold_8_281",0,0,0,0,0,0
"scaffold_8_282",0,0,0,0,0,0
"scaffold_8_283",0,0,1,0,0,0
"scaffold_8_284",0,0,1,0,0,0
"scaffold_8_285",0,0,0,0,0,0
"scaffold_8_286",0,3,4,0,2,0
"scaffold_8_287",0,3,10,3,13,18
"scaffold_8_288",0,0,0,0,0,0
"scaffold_8_289",0,0,0,0,0,0
"scaffold_8_290",0,0,3,0,0,0
"scaffold_8_291",0,0,0,0,0,0
"scaffold_8_292",0,0,0,0,0,0
"scaffold_8_293",0,0,0,0,0,0
"scaffold_8_294",0,0,0,0,0,0
"scaffold_8_295",0,0,1,0,0,0
"scaffold_8_296",0,0,0,0,1,0
"scaffold_8_297",0,3,1,0,0,0
"scaffold_8_298",0,0,0,0,0,0
"scaffold_8_299",0,0,0,0,0,0
"scaffold_8_300",0,0,0,0,0,0
"scaffold_8_301",0,0,0,0,0,0
"scaffold_8_302",0,0,0,0,0,0
"scaffold_8_303",0,0,0,0,0,0
"scaffold_8_304",0,0,0,0,0,0
"scaffold_8_305",0,0,0,0,0,0
"scaffold_8_306",0,0,0,0,0,0
"scaffold_8_307",0,0,1,0,0,0
"scaffold_8_308",0,0,1,0,0,0
"scaffold_8_309",0,0,1,0,0,0
"scaffold_8_310",0,0,0,0,0,0
"scaffold_8_311",0,0,0,0,0,0
"scaffold_8_312",0,0,0,0,0,0
"scaffold_8_313",0,0,0,0,0,0
"scaffold_8_314",0,0,0,0,0,0
"scaffold_8_315",0,0,0,0,0,0
"scaffold_8_316",0,0,0,0,0,0
"scaffold_8_317",0,0,0,0,0,0
"scaffold_8_318",0,0,1,0,0,0
"scaffold_8_319",0,0,0,0,0,0
"scaffold_8_320",0,4,0,0,3,0
"scaffold_8_321",0,0,0,0,0,0
"scaffold_8_322",0,0,0,0,0,0
"scaffold_8_323",0,0,0,0,0,0
"scaffold_8_324",0,0,0,0,0,0
"scaffold_8_325",0,0,0,0,0,0
"scaffold_8_326",0,0,5,0,0,0
"scaffold_8_327",0,0,0,0,0,0
"scaffold_8_328",0,0,0,0,0,0
"scaffold_8_329",0,0,0,0,0,0
"scaffold_8_330",0,0,0,0,0,0
"scaffold_8_331",0,0,0,0,0,0
"scaffold_8_332",0,0,0,0,0,1
"scaffold_8_333",0,0,0,0,0,0
"scaffold_8_334",0,0,0,0,0,0
"scaffold_8_335",0,0,0,0,0,0
"scaffold_8_336",0,0,0,0,0,0
"scaffold_8_337",0,2,0,0,0,0
"scaffold_8_338",0,0,1,0,0,0
"scaffold_8_339",0,0,0,0,0,0
"scaffold_8_340",0,0,1,0,0,0
"scaffold_8_341",0,0,0,0,0,0
"scaffold_8_342",0,0,0,0,0,0
"scaffold_8_343",0,0,0,0,0,0
"scaffold_8_344",0,0,0,0,0,0
"scaffold_8_345",0,0,0,0,0,0
"scaffold_8_346",0,1,0,0,0,0
"scaffold_8_347",0,0,0,0,0,0
"scaffold_8_348",0,0,0,0,0,0
"scaffold_8_349",0,0,0,0,0,0
"scaffold_8_350",0,0,0,0,0,0
"scaffold_8_351",0,0,7,0,0,1
"scaffold_8_352",0,0,0,0,0,0
"scaffold_8_353",0,0,0,0,0,0
"scaffold_8_354",0,0,0,0,0,0
"scaffold_8_355",0,0,0,0,0,0
"scaffold_8_356",0,0,0,0,0,0
"scaffold_8_357",0,0,0,0,0,0
"scaffold_8_358",0,0,0,0,0,0
"scaffold_8_359",0,0,1,0,0,0
"scaffold_8_360",0,0,0,0,0,0
"scaffold_8_361",0,0,0,0,0,0
"scaffold_8_362",0,0,0,0,0,0
"scaffold_8_363",0,0,1,0,0,0
"scaffold_8_364",0,0,0,1,0,0
"scaffold_8_365",0,0,1,0,0,0
"scaffold_8_366",0,0,0,0,0,0
"scaffold_8_367",0,0,2,0,0,0
"scaffold_8_368",0,0,0,0,0,0
"scaffold_8_369",0,0,0,0,0,0
"scaffold_42001_1",0,0,4,0,0,0
"scaffold_42001_2",0,3,2,0,0,0
"scaffold_42001_3",0,0,0,0,0,0
"scaffold_90204_1",0,0,0,0,0,0
"scaffold_90204_2",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_1",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_2",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_3",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_4",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_5",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_6",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_7",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_8",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_9",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_10",0,1,0,0,0,0
"scaffold_799_partial_43976_66414_11",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_12",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_13",0,0,1,0,0,0
"scaffold_799_partial_43976_66414_14",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_15",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_16",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_17",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_18",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_19",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_20",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_21",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_22",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_23",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_24",0,0,0,0,0,0
"scaffold_799_partial_43976_66414_25",0,0,0,0,0,0
"scaffold_78190_1",0,0,0,0,0,0
"scaffold_78190_2",0,0,0,0,0,0
"scaffold_20602_1",0,0,0,0,0,0
"scaffold_20602_2",0,0,0,0,0,0
"scaffold_20602_3",0,0,0,0,0,0
"scaffold_70643_1",0,0,0,0,0,0
"scaffold_70643_2",0,0,0,0,0,0
"scaffold_70643_3",0,0,0,0,0,0
"scaffold_63071_1",0,0,0,0,0,0
"scaffold_63071_2",0,0,0,0,0,0
"scaffold_75768_1",0,0,0,0,0,0
"scaffold_75768_2",0,0,0,0,0,0
"scaffold_75768_3",0,0,0,0,0,0
"scaffold_40756_1",0,0,0,0,0,0
"scaffold_40756_2",0,0,0,0,0,0
"scaffold_40756_3",0,0,0,0,0,0
"scaffold_90523_1",0,0,0,0,0,0
"scaffold_3462_1",0,0,0,0,0,0
"scaffold_3462_2",0,0,0,0,0,0
"scaffold_3462_3",0,0,0,0,0,0
"scaffold_3462_4",0,0,0,0,0,0
"scaffold_3462_5",0,0,0,0,0,0
"scaffold_3462_6",0,0,0,0,0,0
"scaffold_3462_7",0,0,0,0,0,0
"scaffold_3462_8",0,0,0,0,0,0
"scaffold_3462_9",0,0,0,0,0,0
"scaffold_3462_10",0,0,0,0,0,0
"scaffold_3462_11",0,0,0,0,0,0
"scaffold_3462_12",0,0,0,0,0,0
"scaffold_3462_13",0,0,0,0,0,0
"scaffold_3462_14",0,0,0,0,0,0
"scaffold_3462_15",0,0,0,0,0,0
"scaffold_3462_16",0,0,0,0,0,0
"scaffold_3462_17",0,0,0,0,0,0
"scaffold_3462_18",0,0,0,0,0,0
"scaffold_3462_19",0,0,0,0,0,0
"scaffold_3462_20",0,0,0,0,0,0
"scaffold_3462_21",0,0,0,0,0,0
"scaffold_33167_1",0,0,1,0,0,0
"scaffold_33167_2",0,0,0,0,0,0
"scaffold_33167_3",0,0,0,0,0,0
"scaffold_33167_4",0,0,0,0,0,0
"scaffold_7499_1",0,0,0,0,0,0
"scaffold_7499_2",0,0,0,0,0,0
"scaffold_7499_3",0,0,0,0,0,0
"scaffold_7499_4",0,0,0,0,0,0
"scaffold_7499_5",0,0,0,0,0,0
"scaffold_7499_6",0,0,0,0,0,0
"scaffold_7499_7",0,0,0,0,0,0
"scaffold_7499_8",0,0,0,0,0,0
"scaffold_83578_1",0,0,0,0,0,0
"scaffold_83578_2",0,0,0,0,0,0
"scaffold_83578_3",0,0,0,0,0,0
"scaffold_3487_1",0,0,0,0,0,0
"scaffold_3487_2",0,0,0,0,0,0
"scaffold_3487_3",0,0,0,0,0,0
"scaffold_3487_4",0,0,0,0,0,0
"scaffold_3487_5",0,0,0,0,0,0
"scaffold_3487_6",0,0,0,0,0,0
"scaffold_3487_7",0,0,0,0,0,0
"scaffold_3487_8",0,0,0,0,0,0
"scaffold_3487_9",0,0,0,0,0,0
"scaffold_3487_10",0,0,0,0,0,0
"scaffold_3487_11",0,0,0,0,0,0
"scaffold_3487_12",0,0,0,0,0,0
"scaffold_3487_13",0,0,0,0,0,0
"scaffold_3487_14",0,0,0,0,0,0
"scaffold_3487_15",0,0,0,0,0,0
"scaffold_3487_16",0,0,0,0,0,0
"scaffold_3487_17",0,0,0,0,0,0
"scaffold_3487_18",0,0,0,0,0,0
"scaffold_45541_1",1,0,0,0,0,0
"scaffold_243_partial_0_22718_1",0,0,2,0,0,0
"scaffold_243_partial_0_22718_2",0,0,0,0,0,0
"scaffold_243_partial_0_22718_3",0,5,0,0,0,0
"scaffold_243_partial_0_22718_4",0,0,0,0,0,0
"scaffold_243_partial_0_22718_5",0,0,0,0,0,0
"scaffold_243_partial_0_22718_6",0,0,0,0,0,0
"scaffold_243_partial_0_22718_7",0,0,0,0,0,0
"scaffold_243_partial_0_22718_8",0,0,0,0,0,0
"scaffold_243_partial_0_22718_9",0,0,2,0,0,0
"scaffold_243_partial_0_22718_10",0,0,0,0,0,0
"scaffold_243_partial_0_22718_11",0,0,0,0,0,0
"scaffold_243_partial_0_22718_12",2,0,0,0,0,0
"scaffold_243_partial_0_22718_13",0,0,0,0,0,0
"scaffold_243_partial_0_22718_14",0,0,0,0,0,0
"scaffold_243_partial_0_22718_15",0,0,0,0,0,0
"scaffold_243_partial_0_22718_16",0,0,0,0,0,0
"scaffold_243_partial_0_22718_17",0,0,0,0,0,0
"scaffold_243_partial_0_22718_18",0,0,0,0,0,0
"scaffold_243_partial_0_22718_19",0,0,4,0,0,0
"scaffold_243_partial_0_22718_20",0,0,0,0,0,0
"scaffold_71912_1",0,0,0,0,0,0
"scaffold_71912_2",0,0,0,0,0,0
"scaffold_71912_3",0,0,0,0,0,0
"scaffold_39249_1",0,0,0,0,0,0
"scaffold_39249_2",0,0,0,0,0,0
"scaffold_39249_3",0,0,0,0,0,0
"scaffold_22541_1",0,0,0,0,0,0
"scaffold_22541_2",0,0,0,0,0,0
"scaffold_75053_1",0,0,0,0,0,0
"scaffold_60324_1",0,0,0,0,0,0
"scaffold_60324_2",0,0,0,0,0,0
"scaffold_60324_3",0,0,0,0,0,0
"scaffold_66255_1",0,0,0,0,0,0
"scaffold_66255_2",0,0,0,0,0,0
"scaffold_63500_1",0,0,0,0,0,0
"scaffold_63500_2",0,0,0,0,0,0
"scaffold_86632_1",0,0,0,0,0,0
"scaffold_86632_2",0,0,0,0,0,0
"scaffold_70849_1",0,0,0,0,0,0
"scaffold_44062_1",0,0,0,0,0,0
"scaffold_44062_2",0,0,0,0,0,0
"scaffold_77169_1",0,0,0,0,0,0
"scaffold_76618_1",0,0,0,0,0,0
"scaffold_76618_2",0,0,0,0,0,0
"scaffold_67386_1",0,0,0,0,0,0
"scaffold_67386_2",0,0,0,0,0,0
"scaffold_12636_1",0,0,0,0,0,0
"scaffold_12636_2",0,0,0,0,0,0
"scaffold_12636_3",0,0,0,0,0,0
"scaffold_12636_4",0,0,0,0,0,0
"scaffold_12636_5",0,0,0,0,0,0
"scaffold_45866_1",0,0,0,0,0,0
"scaffold_90558_1",0,0,0,0,0,0
"scaffold_90558_2",0,0,0,0,0,0
"scaffold_63163_1",0,0,0,0,0,0
"scaffold_63163_2",0,0,0,0,0,0
"scaffold_47640_1",0,0,0,0,0,0
"scaffold_47640_2",0,0,0,0,0,0
"scaffold_82036_1",0,0,0,0,0,0
"scaffold_82036_2",0,0,0,0,0,0
"scaffold_5422_1",0,0,0,0,0,0
"scaffold_5422_2",0,0,0,0,0,0
"scaffold_5422_3",0,0,0,0,0,0
"scaffold_5422_4",0,0,1,0,0,0
"scaffold_5422_5",0,0,0,0,0,0
"scaffold_5422_6",0,0,0,0,0,0
"scaffold_5422_7",0,0,0,0,0,0
"scaffold_5422_8",0,0,0,0,0,0
"scaffold_5422_9",0,0,0,0,0,0
"scaffold_5422_10",0,0,1,0,0,0
"scaffold_5422_11",0,0,0,0,0,0
"scaffold_5422_12",0,0,0,0,0,0
"scaffold_5422_13",0,0,0,0,0,0
"scaffold_74544_1",0,0,0,0,0,0
"scaffold_74544_2",0,0,0,0,0,0
"scaffold_75592_1",0,0,0,0,0,0
"scaffold_75592_2",0,0,0,0,0,0
"scaffold_42720_1",0,0,0,0,0,0
"scaffold_42720_2",0,0,0,0,0,0
"scaffold_42720_3",0,0,0,0,0,0
"scaffold_61058_1",0,0,0,0,0,0
"scaffold_61058_2",0,0,0,0,0,0
"scaffold_16316_1",0,0,0,0,0,0
"scaffold_16316_2",0,0,0,0,0,0
"scaffold_16316_3",0,0,0,0,0,0
"scaffold_16316_4",0,0,0,0,0,0
"scaffold_16316_5",0,0,0,0,0,0
"scaffold_16316_6",0,0,0,0,0,0
"scaffold_22188_1",0,0,0,0,0,0
"scaffold_22188_2",0,0,2,0,0,0
"scaffold_22188_3",0,0,0,0,0,0
"scaffold_22188_4",0,0,0,0,0,0
"scaffold_22188_5",0,0,0,0,0,0
"scaffold_25541_1",0,0,1,0,0,0
"scaffold_25541_2",0,0,0,0,0,0
"scaffold_25541_3",0,0,0,0,0,0
"scaffold_25541_4",0,0,0,0,0,0
"scaffold_75340_1",0,0,0,0,0,0
"scaffold_32088_1",0,1,0,0,0,0
"scaffold_32088_2",0,0,0,0,0,0
"scaffold_32088_3",0,0,0,0,0,0
"scaffold_32088_4",0,0,0,0,0,0
"scaffold_17950_1",0,0,0,0,0,0
"scaffold_17950_2",0,0,0,0,0,0
"scaffold_17950_3",0,0,0,0,0,0
"scaffold_17950_4",0,0,0,0,0,0
"scaffold_72248_1",0,0,0,0,0,0
"scaffold_72248_2",0,0,0,0,0,0
"scaffold_72248_3",0,0,0,0,0,0
"scaffold_35380_1",0,0,0,0,0,0
"scaffold_35380_2",0,0,0,0,0,0
"scaffold_5111_1",0,0,0,0,0,0
"scaffold_5111_2",0,0,0,0,0,0
"scaffold_5111_3",0,0,0,0,0,0
"scaffold_5111_4",0,0,0,0,0,0
"scaffold_5111_5",0,0,0,0,0,0
"scaffold_5111_6",0,0,0,0,0,0
"scaffold_5111_7",0,0,0,0,0,0
"scaffold_5111_8",0,0,0,0,0,0
